, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status, movable_assets, immovable_assets, cibil_category
1371,0, Not Graduate, No,6000000,15300000,8,709, Approved,19900000,10600000,Good
1372,3, Not Graduate, No,700000,2500000,14,819, Approved,3000000,2600000,Excellent
1373,0, Not Graduate, Yes,6800000,17300000,18,841, Approved,24700000,19100000,Excellent
1374,4, Not Graduate, Yes,5300000,10700000,12,700, Approved,23400000,17700000,Good
1375,1, Graduate, Yes,1400000,4200000,4,881, Approved,6400000,4000000,Excellent
1376,2, Graduate, Yes,1400000,4600000,4,804, Approved,5900000,4100000,Excellent
1377,4, Not Graduate, No,9200000,21700000,6,653, Approved,38000000,27300000,Good
1378,1, Graduate, Yes,7900000,29200000,2,663, Approved,38700000,31700000,Good
1379,0, Not Graduate, No,4500000,17500000,10,495, Rejected,15900000,13800000,Poor
1380,1, Not Graduate, No,3800000,9800000,8,335, Rejected,16000000,5200000,Poor
1381,5, Graduate, Yes,1500000,4900000,6,618, Approved,4100000,4400000,Fair
1382,3, Not Graduate, No,1200000,2400000,12,480, Rejected,4800000,3100000,Poor
1383,4, Not Graduate, No,1700000,4900000,18,843, Approved,8000000,7000000,Excellent
1384,4, Graduate, No,5200000,14100000,16,483, Rejected,21900000,12600000,Poor
1385,1, Not Graduate, No,1600000,5100000,12,548, Rejected,4400000,4900000,Poor
1386,4, Graduate, Yes,6600000,16000000,16,379, Rejected,29200000,19100000,Poor
1387,5, Not Graduate, Yes,9400000,26600000,20,771, Approved,48600000,22800000,Excellent
1388,4, Graduate, Yes,300000,500000,2,353, Rejected,1600000,700000,Poor
1389,5, Not Graduate, No,4600000,11500000,16,668, Approved,15700000,9600000,Good
1390,3, Not Graduate, Yes,6100000,21300000,2,387, Approved,20400000,10200000,Poor
1391,0, Not Graduate, Yes,1500000,4100000,12,789, Approved,7100000,5200000,Excellent
1392,0, Graduate, Yes,400000,900000,2,855, Approved,1700000,400000,Excellent
1393,0, Not Graduate, No,8700000,33600000,14,751, Approved,29800000,20800000,Excellent
1394,3, Not Graduate, No,7000000,21600000,12,739, Approved,32900000,9200000,Good
1395,4, Graduate, No,4700000,13100000,14,492, Rejected,20500000,5500000,Poor
1396,4, Not Graduate, Yes,7600000,23800000,16,896, Approved,21800000,8200000,Excellent
1397,1, Not Graduate, Yes,9200000,24500000,4,545, Rejected,33900000,25700000,Poor
1398,5, Not Graduate, No,9400000,36800000,20,891, Approved,28200000,30500000,Excellent
1399,0, Graduate, No,4800000,15100000,6,848, Approved,22300000,1600000,Excellent
1400,3, Not Graduate, Yes,600000,2400000,12,884, Approved,2000000,1400000,Excellent
1401,3, Graduate, Yes,4900000,14300000,14,439, Rejected,22500000,15900000,Poor
1402,3, Graduate, Yes,3300000,8500000,12,586, Approved,11700000,12600000,Fair
1403,3, Graduate, Yes,9100000,18800000,20,308, Rejected,25300000,24700000,Poor
1404,5, Graduate, No,6100000,23500000,16,300, Rejected,27600000,1000000,Poor
1405,3, Graduate, Yes,8400000,19600000,2,741, Approved,27000000,21700000,Good
1406,4, Graduate, No,7900000,31400000,8,698, Approved,33800000,27900000,Good
1407,2, Not Graduate, Yes,6100000,22300000,10,733, Approved,22800000,21800000,Good
1408,3, Not Graduate, Yes,2000000,4200000,16,571, Approved,7100000,5600000,Fair
1409,3, Graduate, Yes,9900000,29900000,20,490, Rejected,34500000,19600000,Poor
1410,2, Not Graduate, No,9500000,25400000,16,451, Rejected,45200000,21900000,Poor
1411,4, Graduate, Yes,1900000,6800000,6,559, Approved,7400000,5800000,Fair
1412,4, Graduate, Yes,6900000,21400000,10,577, Approved,21200000,14700000,Fair
1413,2, Not Graduate, Yes,1500000,5000000,4,613, Approved,7300000,5700000,Fair
1414,4, Not Graduate, No,1900000,3800000,20,785, Approved,7600000,1600000,Excellent
1415,0, Graduate, Yes,2300000,6000000,8,690, Approved,8000000,8400000,Good
1416,2, Not Graduate, No,7800000,17100000,14,351, Rejected,26400000,26200000,Poor
1417,4, Not Graduate, No,400000,1000000,10,447, Rejected,1200000,300000,Poor
1418,0, Graduate, Yes,9400000,19200000,20,708, Approved,36600000,37500000,Good
1419,2, Graduate, No,9100000,21700000,12,549, Rejected,46900000,36500000,Poor
1420,1, Graduate, Yes,9000000,18800000,8,797, Approved,30400000,13500000,Excellent
1421,4, Not Graduate, No,7100000,14300000,14,537, Rejected,24300000,24100000,Poor
1422,3, Graduate, No,800000,2500000,12,828, Approved,2200000,1700000,Excellent
1423,0, Graduate, Yes,4500000,9600000,14,471, Rejected,14600000,10900000,Poor
1424,5, Graduate, No,8500000,25400000,4,336, Rejected,39600000,9700000,Poor
1425,3, Not Graduate, Yes,2500000,9800000,16,424, Rejected,7100000,7900000,Poor
1426,2, Graduate, No,1500000,3300000,18,440, Rejected,4800000,3100000,Poor
1427,0, Not Graduate, No,6200000,17300000,8,583, Approved,16900000,7600000,Fair
1428,1, Not Graduate, Yes,1300000,2900000,6,480, Rejected,4300000,3200000,Poor
1429,5, Not Graduate, No,6600000,25800000,10,670, Approved,29100000,11800000,Good
1430,0, Graduate, Yes,5300000,13700000,6,329, Rejected,14000000,16400000,Poor
1431,5, Not Graduate, No,1400000,3000000,6,754, Approved,6700000,6200000,Excellent
1432,2, Not Graduate, Yes,2900000,7800000,18,588, Approved,15800000,500000,Fair
1433,3, Not Graduate, No,6500000,16500000,4,551, Approved,26100000,6100000,Fair
1434,3, Graduate, No,8300000,18900000,4,316, Rejected,29500000,29900000,Poor
1435,2, Not Graduate, Yes,8900000,32200000,12,382, Rejected,25900000,11300000,Poor
1436,3, Graduate, No,5300000,15000000,6,717, Approved,22400000,11100000,Good
1437,0, Graduate, No,2800000,7300000,6,676, Approved,8900000,5700000,Good
1438,1, Not Graduate, No,8000000,27800000,6,667, Approved,32400000,18600000,Good
1439,3, Not Graduate, No,3900000,10500000,20,821, Approved,14900000,7900000,Excellent
1440,0, Graduate, No,6200000,20100000,20,345, Rejected,21500000,15200000,Poor
1441,3, Not Graduate, Yes,5900000,19200000,10,442, Rejected,23000000,10000000,Poor
1442,1, Graduate, Yes,6000000,23300000,12,672, Approved,26000000,13300000,Good
1443,3, Not Graduate, Yes,9100000,29300000,2,508, Approved,43500000,24100000,Poor
1444,5, Graduate, Yes,3400000,12300000,10,615, Approved,14900000,8600000,Fair
1445,1, Graduate, Yes,1800000,4400000,8,689, Approved,5400000,5700000,Good
1446,1, Graduate, No,300000,1200000,18,747, Rejected,900000,100000,Good
1447,1, Graduate, Yes,9000000,22800000,10,412, Rejected,36700000,15600000,Poor
1448,1, Graduate, No,6400000,16900000,2,703, Approved,23300000,13600000,Good
1449,5, Not Graduate, No,5800000,22200000,16,884, Approved,28000000,6000000,Excellent
1450,5, Graduate, Yes,2600000,8600000,18,651, Approved,10400000,1100000,Good
1451,4, Not Graduate, No,6600000,17300000,14,793, Approved,21400000,18100000,Excellent
1452,2, Not Graduate, No,6100000,21800000,4,407, Approved,26000000,9900000,Poor
1453,2, Not Graduate, No,4100000,11100000,8,390, Rejected,13500000,3900000,Poor
1454,3, Not Graduate, Yes,300000,1000000,12,469, Rejected,1000000,1000000,Poor
1455,4, Graduate, No,4700000,10400000,6,373, Rejected,19700000,15400000,Poor
1456,4, Graduate, Yes,1500000,5800000,2,304, Approved,4700000,4000000,Poor
1457,5, Not Graduate, No,2700000,8300000,8,833, Approved,10100000,5900000,Excellent
1458,2, Graduate, No,6900000,20900000,2,302, Approved,36100000,29400000,Poor
1459,0, Graduate, No,7600000,28700000,6,397, Rejected,28400000,24200000,Poor
1460,1, Graduate, No,4100000,10000000,6,891, Approved,16200000,5200000,Excellent
1461,3, Not Graduate, No,4100000,12200000,2,457, Rejected,19000000,1200000,Poor
1462,4, Not Graduate, No,1600000,3200000,16,657, Approved,6900000,300000,Good
1463,2, Not Graduate, Yes,400000,1400000,2,480, Approved,1800000,900000,Poor
1464,5, Graduate, Yes,4400000,17300000,20,840, Approved,15200000,8700000,Excellent
1465,2, Not Graduate, Yes,3800000,8000000,12,866, Approved,10300000,6600000,Excellent
1466,0, Not Graduate, No,4300000,17000000,8,619, Approved,21000000,10700000,Fair
1467,1, Graduate, Yes,9000000,33500000,2,748, Approved,37200000,17700000,Good
1468,3, Not Graduate, Yes,9500000,25500000,12,881, Approved,30500000,41100000,Excellent
1469,2, Graduate, Yes,6900000,13900000,8,829, Approved,27000000,22400000,Excellent
1470,3, Not Graduate, No,4300000,11100000,6,312, Rejected,13400000,8600000,Poor
1471,3, Not Graduate, No,6600000,21400000,10,467, Rejected,25500000,21200000,Poor
1472,1, Graduate, Yes,5200000,14300000,18,650, Approved,21200000,7700000,Fair
1473,3, Graduate, Yes,400000,1100000,6,711, Approved,1500000,400000,Good
1474,4, Not Graduate, No,1300000,4100000,18,886, Approved,4400000,3300000,Excellent
1475,5, Not Graduate, No,9700000,28400000,4,494, Rejected,34400000,17300000,Poor
1476,2, Graduate, Yes,5400000,10900000,14,741, Approved,26000000,7300000,Good
1477,4, Not Graduate, No,1200000,3300000,12,876, Approved,4800000,500000,Excellent
1478,0, Graduate, Yes,7000000,26400000,14,610, Approved,19200000,14300000,Fair
1479,5, Graduate, No,7600000,26000000,6,778, Approved,36400000,15300000,Excellent
1480,5, Graduate, Yes,700000,1800000,14,571, Approved,2300000,600000,Fair
1481,3, Graduate, Yes,7500000,25100000,18,554, Approved,33200000,20400000,Fair
1482,0, Not Graduate, Yes,2300000,6200000,8,712, Approved,10300000,8500000,Good
1483,5, Not Graduate, Yes,5600000,11500000,4,695, Approved,19500000,16600000,Good
1484,0, Not Graduate, Yes,5400000,10900000,20,366, Rejected,25800000,4200000,Poor
1485,1, Not Graduate, Yes,1800000,5500000,10,426, Rejected,7500000,6500000,Poor
1486,0, Not Graduate, No,2900000,6900000,10,320, Rejected,9200000,5600000,Poor
1487,3, Not Graduate, Yes,1400000,4600000,8,543, Rejected,4700000,2700000,Poor
1488,2, Graduate, No,2800000,11000000,16,525, Rejected,8200000,10000000,Poor
1489,0, Not Graduate, Yes,3300000,13100000,12,812, Approved,11800000,9700000,Excellent
1490,0, Not Graduate, No,7000000,25300000,14,697, Approved,21000000,25500000,Good
1491,1, Not Graduate, No,3900000,15100000,12,527, Rejected,14900000,15700000,Poor
1492,1, Not Graduate, No,5700000,17200000,4,512, Approved,24400000,11300000,Poor
1493,0, Graduate, No,4100000,9200000,4,671, Approved,15300000,9700000,Good
1494,1, Graduate, Yes,2200000,8700000,20,539, Rejected,10800000,5000000,Poor
1495,5, Not Graduate, No,2200000,7200000,10,532, Rejected,9100000,3000000,Poor
1496,3, Not Graduate, Yes,2500000,7700000,16,485, Rejected,8800000,5600000,Poor
1497,0, Not Graduate, Yes,900000,2100000,6,521, Rejected,2800000,1800000,Poor
1498,1, Not Graduate, No,2900000,7400000,10,874, Approved,13400000,1600000,Excellent
1499,2, Not Graduate, No,9800000,22900000,10,788, Approved,41200000,11600000,Excellent
1500,2, Not Graduate, No,5200000,14800000,12,659, Approved,22200000,16700000,Good
1501,1, Graduate, Yes,8600000,19600000,16,498, Rejected,26300000,17800000,Poor
1502,2, Graduate, Yes,4800000,13200000,20,310, Rejected,17100000,16400000,Poor
1503,0, Graduate, No,2000000,4700000,6,785, Approved,8400000,4700000,Excellent
1504,0, Graduate, No,3600000,8700000,10,309, Rejected,11900000,7300000,Poor
1505,3, Not Graduate, Yes,5300000,19600000,2,433, Approved,13800000,24600000,Poor
1506,1, Not Graduate, Yes,400000,1300000,18,801, Approved,2100000,100000,Excellent
1507,3, Graduate, Yes,6500000,22400000,6,488, Rejected,28500000,28500000,Poor
1508,0, Not Graduate, Yes,2300000,6000000,16,756, Approved,8700000,5000000,Excellent
1509,3, Graduate, No,1000000,2800000,4,757, Approved,4700000,2600000,Excellent
1510,5, Not Graduate, No,3200000,10100000,6,828, Approved,11700000,14500000,Excellent
1511,3, Graduate, Yes,3400000,7200000,12,733, Approved,10300000,7500000,Good
1512,0, Not Graduate, No,9600000,38200000,8,421, Rejected,47400000,15700000,Poor
1513,3, Not Graduate, No,5300000,20300000,4,872, Approved,26000000,11600000,Excellent
1514,3, Graduate, No,4700000,17400000,10,393, Rejected,24000000,17700000,Poor
1515,3, Graduate, No,9700000,37800000,12,700, Approved,37700000,19500000,Good
1516,5, Graduate, No,8800000,21600000,18,613, Approved,38400000,27500000,Fair
1517,5, Graduate, No,5900000,13400000,6,455, Rejected,28500000,14400000,Poor
1518,4, Graduate, Yes,2400000,7100000,16,871, Approved,12000000,7300000,Excellent
1519,4, Graduate, Yes,7900000,21500000,16,497, Rejected,30800000,7400000,Poor
1520,0, Graduate, No,1400000,2700000,2,649, Approved,6600000,3600000,Fair
1521,0, Graduate, Yes,3500000,10000000,14,709, Approved,14200000,7100000,Good
1522,4, Graduate, No,3400000,13500000,12,705, Approved,13200000,11100000,Good
1523,2, Graduate, No,6100000,23600000,2,476, Approved,26300000,7500000,Poor
1524,2, Not Graduate, Yes,3000000,7100000,4,819, Approved,8100000,10200000,Excellent
1525,5, Not Graduate, Yes,3400000,9400000,16,535, Rejected,16100000,8700000,Poor
1526,0, Graduate, Yes,400000,1200000,14,889, Approved,900000,1300000,Excellent
1527,0, Graduate, No,5900000,11800000,12,468, Rejected,23700000,19100000,Poor
1528,5, Graduate, Yes,400000,800000,2,759, Approved,1600000,600000,Excellent
1529,3, Graduate, Yes,9000000,33600000,2,426, Approved,32600000,37800000,Poor
1530,0, Graduate, Yes,8800000,23600000,8,712, Approved,30400000,11700000,Good
1531,4, Graduate, Yes,2000000,4700000,2,615, Approved,9700000,600000,Fair
1532,2, Graduate, No,4700000,14000000,12,784, Approved,21700000,16100000,Excellent
1533,4, Not Graduate, No,2700000,6100000,16,677, Approved,10300000,3400000,Good
1534,1, Not Graduate, No,2600000,7900000,12,306, Rejected,10900000,4400000,Poor
1535,1, Not Graduate, Yes,9000000,25400000,16,655, Approved,36300000,30800000,Good
1536,4, Not Graduate, No,5100000,19400000,8,755, Approved,20200000,2500000,Excellent
1537,2, Graduate, No,6600000,25800000,18,598, Approved,22300000,6900000,Fair
1538,2, Graduate, No,4400000,9800000,18,712, Approved,15200000,5600000,Good
1539,4, Not Graduate, Yes,1500000,4600000,6,524, Rejected,6400000,5700000,Poor
1540,1, Not Graduate, No,6200000,23100000,16,838, Approved,30500000,10500000,Excellent
1541,4, Graduate, Yes,900000,2900000,6,560, Approved,4000000,2400000,Fair
1542,3, Not Graduate, No,7700000,26400000,12,759, Approved,32700000,6300000,Excellent
1543,2, Graduate, Yes,600000,2400000,6,454, Rejected,2600000,700000,Poor
1544,4, Not Graduate, No,4300000,16500000,4,539, Approved,11400000,16700000,Poor
1545,2, Not Graduate, Yes,8200000,27800000,16,827, Approved,36700000,20200000,Excellent
1546,0, Not Graduate, No,3500000,11900000,12,686, Approved,12600000,9200000,Good
1547,1, Graduate, Yes,9900000,34100000,14,371, Rejected,35500000,31500000,Poor
1548,5, Graduate, No,700000,1900000,4,784, Approved,2700000,1500000,Excellent
1549,1, Graduate, Yes,2100000,7300000,16,826, Approved,9100000,5100000,Excellent
1550,2, Not Graduate, No,3200000,10500000,12,502, Rejected,14500000,5800000,Poor
1551,0, Graduate, No,2900000,7800000,8,367, Rejected,11300000,4400000,Poor
1552,0, Not Graduate, No,7000000,18300000,6,541, Rejected,29100000,12700000,Poor
1553,1, Graduate, No,3700000,13600000,16,608, Approved,16200000,2600000,Fair
1554,3, Not Graduate, Yes,4500000,13100000,12,570, Approved,15900000,12500000,Fair
1555,3, Graduate, No,200000,800000,18,752, Approved,500000,400000,Excellent
1556,5, Not Graduate, Yes,5600000,20500000,8,873, Approved,27200000,15000000,Excellent
1557,5, Graduate, No,5400000,18600000,2,538, Approved,22800000,10400000,Poor
1558,4, Not Graduate, No,300000,1000000,10,819, Approved,1100000,1000000,Excellent
1559,1, Graduate, Yes,7500000,29800000,18,770, Approved,36700000,6600000,Excellent
1560,5, Not Graduate, Yes,2500000,9600000,6,345, Rejected,9400000,3800000,Poor
1561,4, Graduate, Yes,3100000,8100000,12,730, Approved,13500000,10800000,Good
1562,1, Graduate, Yes,7600000,19300000,20,835, Approved,30200000,8100000,Excellent
1563,3, Not Graduate, Yes,500000,1700000,2,811, Approved,1600000,1000000,Excellent
1564,2, Not Graduate, No,2700000,5900000,14,662, Approved,11100000,4800000,Good
1565,2, Not Graduate, Yes,3500000,13300000,4,420, Approved,10300000,8100000,Poor
1566,5, Not Graduate, No,3700000,11700000,4,413, Approved,14700000,13900000,Poor
1567,2, Not Graduate, Yes,5600000,20000000,10,367, Rejected,25100000,18700000,Poor
1568,5, Not Graduate, Yes,4800000,16400000,14,390, Rejected,13500000,10800000,Poor
1569,4, Not Graduate, Yes,5200000,12200000,2,602, Approved,28200000,11100000,Fair
1570,3, Graduate, No,2900000,11500000,16,843, Approved,15000000,4900000,Excellent
1571,1, Graduate, No,2700000,6800000,20,713, Approved,8000000,3800000,Good
1572,3, Graduate, No,5000000,16200000,8,591, Approved,19000000,5300000,Fair
1573,2, Not Graduate, Yes,2700000,9400000,14,701, Approved,11800000,3800000,Good
1574,4, Not Graduate, Yes,2800000,10000000,12,655, Approved,11800000,8500000,Good
1575,3, Not Graduate, Yes,7300000,20000000,18,720, Approved,32800000,25400000,Good
1576,0, Graduate, Yes,5900000,15100000,10,794, Approved,20300000,10300000,Excellent
1577,0, Graduate, No,8100000,21300000,2,392, Rejected,42500000,20800000,Poor
1578,3, Graduate, Yes,1900000,7100000,6,583, Approved,8500000,3200000,Fair
1579,5, Graduate, No,1800000,6800000,18,457, Rejected,5200000,3300000,Poor
1580,0, Not Graduate, Yes,7600000,17800000,14,570, Approved,31400000,27300000,Fair
1581,1, Graduate, No,9100000,30100000,14,890, Approved,40000000,30200000,Excellent
1582,2, Not Graduate, Yes,5300000,12300000,14,472, Rejected,23700000,11600000,Poor
1583,2, Not Graduate, No,3700000,10900000,12,788, Approved,14800000,2400000,Excellent
1584,0, Not Graduate, No,9500000,35300000,6,605, Approved,38100000,22700000,Fair
1585,3, Graduate, No,8300000,30500000,10,473, Rejected,35100000,22700000,Poor
1586,5, Graduate, No,6400000,21500000,16,728, Approved,27000000,5500000,Good
1587,5, Graduate, Yes,5300000,17800000,16,505, Rejected,18700000,17700000,Poor
1588,0, Graduate, Yes,5600000,19300000,6,407, Rejected,22600000,7000000,Poor
1589,1, Graduate, Yes,900000,1700000,18,464, Rejected,2600000,1300000,Poor
1590,0, Graduate, Yes,2400000,7200000,20,514, Rejected,8500000,6200000,Poor
1591,1, Graduate, No,9500000,23000000,10,627, Approved,30800000,40000000,Fair
1592,2, Not Graduate, Yes,7400000,14900000,20,627, Approved,29300000,26000000,Fair
1593,4, Not Graduate, Yes,1500000,3200000,10,858, Approved,6400000,1500000,Excellent
1594,3, Graduate, Yes,8800000,30200000,8,607, Approved,27400000,26300000,Fair
1595,5, Not Graduate, Yes,4900000,14300000,4,663, Approved,25100000,14600000,Good
1596,1, Not Graduate, Yes,8100000,26900000,6,522, Rejected,22900000,25100000,Poor
