 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status, movable_assets, immovable_assets,loan_to_income_ratio,assets_to_loan_ratio, cibil_category
1, Graduate, No,2700000,8100000,16,691, Approved,10200000,5600000,3.0,1.9506172839506173,Good
3, Not Graduate, Yes,8500000,30300000,12,762, Approved,24200000,16400000,3.5647058823529414,1.33993399339934,Excellent
1, Graduate, No,4400000,10700000,18,324, Rejected,18100000,5500000,2.4318181818181817,2.205607476635514,Poor
4, Not Graduate, No,500000,1800000,20,777, Approved,1500000,1200000,3.6,1.5,Excellent
0, Graduate, No,8300000,21400000,2,662, Approved,34700000,18400000,2.5783132530120483,2.4813084112149535,Good
2, Not Graduate, Yes,6000000,13000000,12,462, Rejected,20200000,4600000,2.1666666666666665,1.9076923076923078,Poor
3, Not Graduate, Yes,4000000,10400000,14,609, Approved,16300000,9000000,2.6,2.4326923076923075,Fair
5, Graduate, Yes,4400000,11700000,20,590, Approved,17800000,3600000,2.659090909090909,1.829059829059829,Fair
3, Graduate, Yes,4400000,15800000,18,779, Approved,18500000,12600000,3.590909090909091,1.9683544303797469,Excellent
2, Graduate, Yes,1900000,5000000,14,641, Approved,7900000,1900000,2.6315789473684212,1.96,Fair
0, Graduate, Yes,5000000,18400000,12,752, Approved,17000000,18600000,3.68,1.934782608695652,Excellent
0, Graduate, No,8000000,23700000,10,305, Rejected,29200000,33800000,2.9625,2.6582278481012658,Poor
4, Not Graduate, No,8200000,20700000,10,546, Rejected,35600000,17800000,2.524390243902439,2.579710144927536,Poor
2, Graduate, No,7000000,24200000,8,833, Approved,35200000,17800000,3.4571428571428573,2.190082644628099,Excellent
2, Not Graduate, No,2400000,8800000,18,421, Rejected,8100000,4700000,3.6666666666666665,1.4545454545454546,Poor
5, Graduate, No,6600000,18800000,4,639, Approved,29400000,4300000,2.8484848484848486,1.7925531914893618,Fair
3, Graduate, No,3200000,6900000,20,735, Approved,12300000,5200000,2.15625,2.536231884057971,Good
0, Not Graduate, Yes,2600000,5400000,2,377, Rejected,8800000,5000000,2.076923076923077,2.5555555555555554,Poor
3, Not Graduate, No,6900000,15600000,20,310, Rejected,25200000,8100000,2.260869565217391,2.1346153846153846,Poor
4, Graduate, No,4800000,14000000,2,695, Approved,20000000,13000000,2.9166666666666665,2.357142857142857,Good
1, Not Graduate, Yes,300000,1200000,4,355, Approved,1000000,1000000,4.0,1.6666666666666667,Poor
1, Not Graduate, Yes,4300000,14100000,12,525, Rejected,19600000,3200000,3.2790697674418605,1.6170212765957446,Poor
5, Not Graduate, No,700000,2400000,20,330, Rejected,3000000,2000000,3.4285714285714284,2.0833333333333335,Poor
5, Graduate, No,9400000,25800000,14,625, Approved,41900000,43600000,2.74468085106383,3.313953488372093,Fair
3, Not Graduate, Yes,800000,2900000,10,644, Approved,3300000,1100000,3.625,1.5172413793103448,Fair
5, Not Graduate, No,4400000,14900000,4,865, Approved,18400000,14400000,3.3863636363636362,2.2013422818791946,Excellent
1, Graduate, Yes,4700000,14800000,6,661, Approved,20000000,14500000,3.148936170212766,2.331081081081081,Good
2, Not Graduate, No,2300000,5000000,8,884, Approved,7600000,3100000,2.1739130434782608,2.14,Excellent
5, Graduate, Yes,8500000,26700000,10,803, Approved,34000000,17100000,3.1411764705882352,1.9138576779026217,Excellent
2, Graduate, No,7600000,28300000,12,800, Approved,23400000,34500000,3.723684210526316,2.045936395759717,Excellent
2, Graduate, No,3200000,12600000,18,796, Approved,11600000,9700000,3.9375,1.6904761904761905,Excellent
4, Not Graduate, No,2400000,5000000,4,716, Approved,8300000,4300000,2.0833333333333335,2.52,Good
0, Graduate, Yes,500000,1100000,18,479, Rejected,2400000,2000000,2.2,4.0,Poor
3, Not Graduate, Yes,8500000,28300000,2,810, Approved,29200000,29500000,3.3294117647058825,2.0742049469964665,Excellent
0, Graduate, Yes,8900000,20900000,18,568, Approved,38000000,19500000,2.348314606741573,2.751196172248804,Fair
0, Graduate, No,2800000,5600000,8,842, Approved,8000000,1300000,2.0,1.6607142857142858,Excellent
3, Not Graduate, Yes,2900000,7000000,4,806, Approved,8900000,11300000,2.413793103448276,2.8857142857142857,Excellent
1, Graduate, Yes,4900000,17700000,8,722, Approved,19400000,16500000,3.6122448979591835,2.0282485875706215,Good
5, Not Graduate, No,9600000,20700000,14,442, Rejected,40000000,35600000,2.15625,3.652173913043478,Poor
3, Graduate, Yes,3300000,9800000,6,360, Rejected,15400000,5100000,2.9696969696969697,2.0918367346938775,Poor
3, Not Graduate, No,2800000,5900000,4,461, Rejected,11700000,2000000,2.107142857142857,2.3220338983050848,Poor
2, Graduate, No,7800000,22200000,10,735, Approved,29900000,14300000,2.8461538461538463,1.990990990990991,Good
4, Graduate, Yes,2500000,8400000,12,761, Approved,10000000,7600000,3.36,2.0952380952380953,Excellent
0, Graduate, No,4400000,10600000,20,653, Approved,22200000,11400000,2.409090909090909,3.169811320754717,Good
0, Not Graduate, No,7900000,30800000,4,726, Approved,29300000,19600000,3.8987341772151898,1.5876623376623376,Good
1, Graduate, No,8900000,22600000,18,617, Approved,39600000,23900000,2.539325842696629,2.809734513274336,Fair
0, Graduate, No,5600000,13400000,2,460, Rejected,18900000,7500000,2.392857142857143,1.9701492537313432,Poor
1, Not Graduate, No,1400000,3300000,8,306, Rejected,3500000,4000000,2.357142857142857,2.272727272727273,Poor
5, Graduate, Yes,500000,1400000,4,471, Rejected,1600000,600000,2.8,1.5714285714285714,Poor
1, Graduate, Yes,5100000,15300000,4,628, Approved,20300000,10200000,3.0,1.9934640522875817,Fair
3, Graduate, No,9800000,25600000,10,404, Rejected,48500000,31100000,2.6122448979591835,3.109375,Poor
2, Graduate, Yes,8600000,21600000,16,804, Approved,33900000,15700000,2.511627906976744,2.2962962962962963,Excellent
3, Not Graduate, No,1600000,3900000,20,804, Approved,4000000,3400000,2.4375,1.8974358974358974,Excellent
1, Not Graduate, Yes,2500000,6700000,2,502, Rejected,10800000,6000000,2.68,2.5074626865671643,Poor
0, Graduate, No,9500000,22600000,6,861, Approved,34600000,37900000,2.3789473684210525,3.2079646017699117,Excellent
2, Not Graduate, Yes,3000000,7800000,14,555, Approved,11300000,9300000,2.6,2.641025641025641,Fair
0, Not Graduate, No,5100000,13600000,18,351, Rejected,22000000,5400000,2.6666666666666665,2.014705882352941,Poor
2, Not Graduate, Yes,7600000,23600000,6,358, Rejected,33000000,23100000,3.1052631578947367,2.3771186440677967,Poor
5, Graduate, No,8800000,18800000,14,836, Approved,38100000,27400000,2.1363636363636362,3.484042553191489,Excellent
4, Not Graduate, Yes,1100000,2900000,4,554, Approved,5700000,3800000,2.6363636363636362,3.2758620689655173,Fair
3, Graduate, No,8700000,30500000,2,443, Approved,32700000,13600000,3.5057471264367814,1.518032786885246,Poor
5, Not Graduate, No,6100000,23600000,4,725, Approved,20400000,22500000,3.8688524590163933,1.8177966101694916,Good
2, Not Graduate, Yes,1900000,7000000,14,818, Approved,6600000,8300000,3.6842105263157894,2.1285714285714286,Excellent
1, Not Graduate, No,9900000,38700000,6,670, Approved,42300000,32000000,3.909090909090909,1.9198966408268734,Good
0, Graduate, No,5800000,21100000,6,414, Rejected,21600000,10300000,3.6379310344827585,1.5118483412322274,Poor
2, Not Graduate, Yes,9500000,37000000,8,887, Approved,30900000,40100000,3.8947368421052633,1.9189189189189189,Excellent
3, Graduate, Yes,7900000,26600000,12,409, Rejected,31200000,18500000,3.367088607594937,1.868421052631579,Poor
1, Not Graduate, Yes,1300000,4500000,14,679, Approved,5300000,4800000,3.4615384615384617,2.2444444444444445,Good
4, Graduate, Yes,700000,2600000,18,478, Rejected,2400000,1200000,3.7142857142857144,1.3846153846153846,Poor
3, Graduate, No,600000,1200000,2,752, Approved,3000000,1600000,2.0,3.8333333333333335,Excellent
0, Graduate, No,9400000,33000000,4,616, Approved,32900000,20400000,3.5106382978723403,1.6151515151515152,Fair
2, Not Graduate, Yes,3800000,12500000,14,842, Approved,19900000,10400000,3.289473684210526,2.424,Excellent
3, Graduate, Yes,7800000,26300000,20,840, Approved,29400000,12500000,3.371794871794872,1.5931558935361216,Excellent
3, Graduate, Yes,7800000,27700000,6,430, Rejected,31400000,10000000,3.551282051282051,1.4945848375451263,Poor
4, Not Graduate, No,2700000,7000000,4,351, Rejected,11000000,3400000,2.5925925925925926,2.057142857142857,Poor
5, Not Graduate, No,600000,2300000,4,347, Rejected,2100000,0,3.8333333333333335,0.9130434782608695,Poor
3, Not Graduate, Yes,8000000,28800000,10,576, Approved,28200000,26300000,3.6,1.8923611111111112,Fair
0, Not Graduate, Yes,4000000,11000000,8,799, Approved,18900000,10500000,2.75,2.672727272727273,Excellent
1, Not Graduate, Yes,3300000,10800000,2,550, Approved,15700000,9800000,3.272727272727273,2.361111111111111,Poor
2, Graduate, No,5800000,13300000,4,878, Approved,23100000,13800000,2.293103448275862,2.774436090225564,Excellent
3, Graduate, Yes,2400000,4800000,12,895, Approved,10600000,7100000,2.0,3.6875,Excellent
4, Not Graduate, No,7600000,29700000,6,603, Approved,38800000,6100000,3.9078947368421053,1.5117845117845117,Fair
2, Not Graduate, Yes,2500000,6900000,12,325, Rejected,10000000,7400000,2.76,2.5217391304347827,Poor
2, Graduate, No,3300000,11800000,4,393, Approved,9400000,9400000,3.5757575757575757,1.5932203389830508,Poor
3, Graduate, No,9800000,30300000,2,612, Approved,37700000,15300000,3.0918367346938775,1.7491749174917492,Fair
0, Graduate, Yes,1000000,3800000,8,553, Approved,3400000,3500000,3.8,1.8157894736842106,Fair
0, Not Graduate, Yes,2500000,8800000,14,389, Rejected,12100000,8700000,3.52,2.3636363636363638,Poor
0, Graduate, No,1900000,6800000,4,782, Approved,7300000,3500000,3.5789473684210527,1.588235294117647,Excellent
3, Graduate, No,3100000,8500000,12,493, Rejected,14000000,13800000,2.7419354838709675,3.2705882352941176,Poor
5, Graduate, Yes,6000000,11900000,2,629, Approved,23400000,2500000,1.9833333333333334,2.176470588235294,Fair
5, Not Graduate, No,6500000,21600000,10,419, Rejected,28900000,12500000,3.3230769230769233,1.9166666666666667,Poor
2, Not Graduate, Yes,5900000,15800000,2,444, Rejected,25800000,18600000,2.6779661016949152,2.810126582278481,Poor
5, Not Graduate, Yes,6500000,15800000,16,301, Rejected,24500000,19100000,2.4307692307692306,2.759493670886076,Poor
0, Graduate, Yes,3800000,11200000,20,479, Rejected,17400000,7500000,2.9473684210526314,2.2232142857142856,Poor
3, Not Graduate, Yes,3000000,11400000,10,424, Rejected,12400000,6000000,3.8,1.6140350877192982,Poor
0, Graduate, No,4300000,16900000,18,469, Rejected,18200000,6000000,3.9302325581395348,1.4319526627218935,Poor
4, Not Graduate, Yes,3500000,8300000,2,897, Approved,14400000,13400000,2.3714285714285714,3.3493975903614457,Excellent
3, Not Graduate, No,300000,500000,2,477, Rejected,1200000,900000,1.6666666666666667,4.2,Poor
3, Not Graduate, Yes,600000,1400000,16,509, Rejected,3300000,900000,2.3333333333333335,3.0,Poor
0, Graduate, Yes,800000,1700000,4,752, Approved,3600000,3400000,2.125,4.117647058823529,Excellent
0, Not Graduate, Yes,5600000,19100000,14,875, Approved,22800000,21400000,3.4107142857142856,2.3141361256544504,Excellent
2, Not Graduate, Yes,1800000,3600000,4,343, Rejected,7700000,4500000,2.0,3.388888888888889,Poor
0, Graduate, No,6800000,20800000,20,819, Approved,34700000,28400000,3.0588235294117645,3.0336538461538463,Excellent
2, Graduate, Yes,4200000,16800000,2,433, Approved,17800000,3300000,4.0,1.255952380952381,Poor
1, Not Graduate, Yes,200000,400000,6,768, Approved,600000,400000,2.0,2.5,Excellent
2, Graduate, Yes,8500000,31800000,6,714, Approved,32200000,17900000,3.7411764705882353,1.5754716981132075,Good
2, Not Graduate, Yes,2800000,10100000,16,531, Rejected,11300000,5800000,3.607142857142857,1.693069306930693,Poor
0, Graduate, Yes,3600000,8600000,6,529, Rejected,16500000,6800000,2.388888888888889,2.7093023255813953,Poor
1, Not Graduate, No,6200000,19500000,20,448, Rejected,30400000,10400000,3.1451612903225805,2.0923076923076924,Poor
1, Graduate, No,2700000,10000000,2,584, Approved,11100000,9200000,3.7037037037037037,2.03,Fair
1, Graduate, No,6800000,22900000,4,501, Approved,21700000,13300000,3.3676470588235294,1.5283842794759825,Poor
2, Not Graduate, No,6300000,24500000,18,848, Approved,26400000,13700000,3.888888888888889,1.636734693877551,Excellent
4, Not Graduate, No,8800000,19100000,6,586, Approved,33000000,26400000,2.1704545454545454,3.1099476439790577,Fair
1, Graduate, No,5900000,13000000,2,386, Rejected,15800000,21300000,2.2033898305084745,2.853846153846154,Poor
5, Not Graduate, Yes,9800000,37900000,18,301, Rejected,40500000,11600000,3.86734693877551,1.3746701846965699,Poor
2, Graduate, No,3300000,8300000,6,653, Approved,12900000,7800000,2.515151515151515,2.4939759036144578,Good
4, Graduate, Yes,300000,500000,14,448, Rejected,900000,800000,1.6666666666666667,3.4,Poor
1, Not Graduate, Yes,4800000,11600000,16,696, Approved,18300000,10800000,2.4166666666666665,2.5086206896551726,Good
1, Graduate, No,7500000,28300000,16,707, Approved,23000000,10800000,3.7733333333333334,1.1943462897526502,Good
2, Not Graduate, No,8600000,21700000,4,429, Rejected,36900000,16300000,2.5232558139534884,2.4516129032258065,Poor
4, Not Graduate, No,8900000,21100000,6,631, Approved,32000000,4400000,2.3707865168539324,1.7251184834123223,Fair
5, Not Graduate, Yes,9600000,29600000,4,446, Approved,49800000,26400000,3.0833333333333335,2.574324324324324,Poor
0, Graduate, Yes,7700000,18100000,18,705, Approved,30100000,11200000,2.3506493506493507,2.281767955801105,Good
3, Not Graduate, Yes,7000000,15200000,2,709, Approved,24700000,22800000,2.1714285714285713,3.125,Good
4, Not Graduate, Yes,7800000,19500000,14,739, Approved,24800000,10900000,2.5,1.8307692307692307,Good
3, Graduate, No,5100000,11000000,6,336, Rejected,19100000,5700000,2.156862745098039,2.2545454545454544,Poor
4, Graduate, No,9400000,32600000,4,898, Approved,32200000,22200000,3.4680851063829787,1.6687116564417177,Excellent
4, Not Graduate, Yes,600000,2100000,6,558, Approved,2500000,2300000,3.5,2.2857142857142856,Fair
3, Graduate, No,5100000,13300000,4,589, Approved,26300000,13900000,2.607843137254902,3.0225563909774436,Fair
2, Graduate, Yes,3800000,14400000,2,301, Rejected,10000000,3700000,3.789473684210526,0.9513888888888888,Poor
2, Not Graduate, Yes,5300000,21200000,14,516, Rejected,28600000,7200000,4.0,1.6886792452830188,Poor
5, Not Graduate, No,1100000,3600000,12,315, Rejected,4500000,2000000,3.272727272727273,1.8055555555555556,Poor
3, Not Graduate, No,6400000,14400000,10,546, Rejected,26300000,20600000,2.25,3.2569444444444446,Poor
0, Not Graduate, Yes,5100000,14500000,14,559, Approved,18300000,12100000,2.843137254901961,2.0965517241379312,Fair
3, Graduate, Yes,5300000,16900000,2,350, Approved,21100000,18900000,3.188679245283019,2.366863905325444,Poor
1, Graduate, No,6700000,18700000,8,583, Approved,24000000,13400000,2.791044776119403,2.0,Fair
2, Not Graduate, No,4000000,9400000,8,874, Approved,15000000,8100000,2.35,2.4574468085106385,Excellent
2, Not Graduate, Yes,3900000,11600000,8,808, Approved,17900000,8900000,2.9743589743589745,2.310344827586207,Excellent
1, Graduate, Yes,1600000,4900000,16,487, Rejected,5900000,5400000,3.0625,2.306122448979592,Poor
3, Graduate, No,2700000,7800000,14,870, Approved,7800000,10700000,2.888888888888889,2.371794871794872,Excellent
3, Graduate, No,1400000,3800000,8,840, Approved,6800000,1900000,2.7142857142857144,2.289473684210526,Excellent
4, Not Graduate, Yes,8000000,19200000,18,682, Approved,24300000,11400000,2.4,1.859375,Good
3, Graduate, Yes,8200000,28900000,10,668, Approved,39600000,28300000,3.524390243902439,2.3494809688581313,Good
5, Graduate, Yes,4800000,10300000,8,781, Approved,15400000,11600000,2.1458333333333335,2.621359223300971,Excellent
4, Graduate, No,8100000,19000000,6,375, Rejected,31000000,18600000,2.345679012345679,2.610526315789474,Poor
4, Not Graduate, No,5900000,14900000,14,857, Approved,19500000,12100000,2.5254237288135593,2.120805369127517,Excellent
5, Graduate, Yes,8100000,32100000,6,823, Approved,30600000,20000000,3.962962962962963,1.5763239875389408,Excellent
0, Graduate, No,1400000,5000000,8,686, Approved,4700000,3700000,3.5714285714285716,1.68,Good
1, Graduate, No,1600000,6300000,2,721, Approved,6100000,3600000,3.9375,1.5396825396825398,Good
4, Graduate, No,4600000,9400000,18,545, Rejected,17800000,3200000,2.0434782608695654,2.234042553191489,Poor
1, Not Graduate, No,2900000,8900000,6,523, Rejected,11500000,6500000,3.0689655172413794,2.0224719101123596,Poor
2, Graduate, Yes,8600000,24900000,20,607, Approved,37200000,21200000,2.895348837209302,2.3453815261044175,Fair
4, Not Graduate, No,3800000,14900000,20,428, Rejected,14700000,10000000,3.9210526315789473,1.657718120805369,Poor
0, Not Graduate, No,8200000,20300000,4,666, Approved,33700000,23300000,2.475609756097561,2.8078817733990147,Good
3, Graduate, No,3200000,10100000,20,704, Approved,12900000,8200000,3.15625,2.089108910891089,Good
0, Not Graduate, Yes,8100000,23800000,10,794, Approved,29500000,20900000,2.9382716049382718,2.1176470588235294,Excellent
1, Graduate, Yes,9800000,23300000,12,430, Rejected,44400000,15800000,2.377551020408163,2.5836909871244633,Poor
0, Not Graduate, No,200000,500000,20,615, Approved,800000,700000,2.5,3.0,Fair
0, Not Graduate, No,6600000,14100000,20,360, Rejected,33200000,11900000,2.1363636363636362,3.198581560283688,Poor
0, Not Graduate, No,9100000,18300000,14,458, Rejected,44100000,15300000,2.010989010989011,3.2459016393442623,Poor
2, Not Graduate, No,5500000,20400000,12,887, Approved,15600000,18200000,3.709090909090909,1.6568627450980393,Excellent
4, Not Graduate, No,7200000,27400000,8,735, Approved,28900000,28300000,3.8055555555555554,2.0875912408759123,Good
1, Not Graduate, No,2400000,5600000,16,379, Rejected,10600000,4300000,2.3333333333333335,2.6607142857142856,Poor
